id,Job Title,Extracted Skills
325,Database Administrator,".net, adobe xd, agile, ai, amazon web services, angular, angularjs, ansible, apache, apache spark, architecture, artificial intelligence, asp.net, automation testing, aws, azure, babel, bert, bitbucket, blockchain, chai, chef, circleci, clean code, communication, computer vision, confluence, couchdb, cybersecurity, cypress, data engineering, data pipeline, data visualization, data warehouse, deep learning, design patterns, devops, docker, elasticsearch, erp, ethereum, etl, express, expressjs, firebase, flutter, github, github actions, go, google cloud, hadoop, hive, huggingface, illustrator, integration testing, jenkins, jest, jquery, junit, keras, kubernetes, laravel, leadership, less, linux, lua, machine learning, mercurial, microservices, mocha, natural language processing, neo4j, networking, neural networks, next.js, nextjs, node.js, nodejs, numpy, nuxt, oauth, objective-c, opencv, oracle, perl, postgres, postgresql, power bi, powershell, problem solving, puppet, pytest, r, react, react native, react.js, reactjs, redis, rest, rest api, restful, ruby, ruby on rails, rust, salesforce, scikit-learn, scrum, seaborn, security, selenium, sharepoint, shell, sketch, sklearn, sql, sql server, sqlite, svelte, swiftui, system design, tableau, teamwork, tensorflow, terraform, transformers, trello, typescript, uml, unit testing, unix, vite, vue, vue.js, vuejs, web3, webpack, websocket"
326,Machine Learning,"ai, analytical, artificial intelligence, c++, communication, computer vision, data engineering, deep learning, design patterns, dl, erp, go, java, machine learning, ml, natural language processing, networking, neural networks, nlp, problem solving, python, r, solid, system design, teamwork"
327,Network Administrator,"ai, amazon web services, analytical, communication, git, go, networking, neural networks, power bi, powershell, r, sap, teamwork, web3, webpack, websocket"
328,Backend Developer,"ai, amazon web services, api, apis, architecture, automation testing, aws, communication, css, design patterns, dl, elasticsearch, go, integration testing, java, json, kafka, leadership, less, lua, microservices, mongodb, mysql, objective-c, power bi, powershell, problem solving, r, rest, rest api, restful, salesforce, sap, scala, scikit-learn, solid, spring, springboot, sql, statistics, system design, unit testing, web3, webpack, websocket"
329,Software Engineer,"agile, ai, amazon web services, architecture, artificial intelligence, automation testing, bitbucket, communication, computer vision, cybersecurity, data pipeline, data warehouse, design patterns, flutter, git, github, github actions, gitlab, gitlab ci, go, illustrator, integration testing, javascript, junit, kubernetes, leadership, networking, power bi, powershell, pytest, python, r, rust, scikit-learn, scipy, security, solidity, sqlite, svelte, swift, swiftui, system design, tcp/ip, teamwork, tensorflow, terraform, typescript, unit testing, vite, web3, webpack, websocket"
330,Machine Learning,"ai, amazon web services, architecture, data pipeline, go, machine learning, ml, power bi, powershell, r, web3, webpack, websocket"
331,Network Administrator,"ai, amazon web services, communication, data engineering, less, microservices, networking, neural networks, r, security, solid, teamwork"
332,Flutter Developer,"ai, amazon web services, android, api, apis, architecture, artificial intelligence, bitbucket, ci/cd, circleci, clean code, cybersecurity, data analysis, data engineering, data pipeline, data visualization, data warehouse, design patterns, dl, firebase, flutter, git, github, github actions, gitlab, gitlab ci, ios, junit, r, rest, scala, scikit-learn, scipy, security, solidity, sql, sqlite, swiftui, system design, unit testing, vite, web3, webpack, websocket"
333,Full Stack Developer,".net, agile, ai, angular, api, architecture, communication, dl, etl, go, integration testing, r, react, rest, scrum, security, sql, sql server, teamwork"
335,Software Engineer,".net, ai, amazon web services, analytical, apache, apache spark, api, architecture, artificial intelligence, automation testing, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, docker, elasticsearch, gcp, github actions, gitlab ci, google cloud, grpc, huggingface, ionic, javascript, less, machine learning, mercurial, microservices, mocha, natural language processing, objective-c, opencv, oracle, pytorch, r, react, react native, react.js, reactjs, salesforce, scala, scikit-learn, scipy, scrum, security, selenium, sketch, spacy, statistics, tcp/ip, typescript, webpack, websocket"
336,Machine Learning,".net, amazon web services, android, angular, angularjs, api, apis, architecture, automation testing, aws, c++, communication, couchdb, css, dynamodb, elasticsearch, erp, go, html, integration testing, ios, java, javascript, kubernetes, linux, lua, machine learning, mariadb, ml, mongodb, mysql, networking, neural networks, node.js, nosql, postgres, power bi, powershell, r, react, react native, redis, rest, restful, ruby, security, sql, unit testing, web3, webpack, websocket"
337,Machine Learning,"agile, ai, airflow, amazon web services, analytical, android, ansible, apache, apache spark, api, apis, architecture, artificial intelligence, automation testing, aws, bert, bitbucket, blockchain, chai, chef, ci/cd, circleci, communication, computer vision, cybersecurity, data analysis, data engineering, data pipeline, data visualization, data warehouse, deep learning, design patterns, elasticsearch, ethereum, fastapi, figma, firebase, git, github, github actions, gitlab, gitlab ci, go, hive, huggingface, illustrator, integration testing, ionic, ios, javascript, jenkins, jira, junit, keras, kotlin, leadership, linux, lua, machine learning, mariadb, matplotlib, mercurial, microservices, ml, natural language processing, networking, neural networks, nginx, nlp, nltk, numpy, objective-c, pandas, power bi, powershell, problem solving, python, r, rails, react native, redis, rest api, ruby on rails, scikit-learn, scipy, seaborn, security, selenium, sharepoint, shell, solid, solidity, spacy, spring, spring boot, sql, sqlite, statistics, swift, swiftui, system design, tailwind, tcp/ip, tensorflow, typescript, unit testing, unix, vite, web3, webpack, websocket, xamarin"
338,Flutter Developer,"android, firebase, flutter, ios, r"
339,Software Engineer,"ai, android, c++, communication, design patterns, go, ios, java, javascript, laravel, linux, r, system design, unit testing"
340,Software Engineer,"ai, analytical, data analysis, design patterns, go, integration testing, qa, r, system design"
341,Django Developer,"agile, ai, amazon web services, architecture, aws, bitbucket, css, cybersecurity, design patterns, django, express, git, github, github actions, gitlab, gitlab ci, go, html, junit, ml, power bi, powershell, problem solving, python, r, react, sap, scikit-learn, security, solidity, sqlite, system design, unit testing, vite, web3, webpack, websocket"
342,JavaScript Developer,"adobe xd, ai, angular, api, apis, css, git, html, java, javascript, jest, jquery, less, ml, nodejs, r, react, rest, rest api, sass, scala, security, typescript, vue, webpack"
343,Database Administrator,"ai, chai, go, less, r"
344,Software Engineer,"agile, ai, amazon web services, api, architecture, automation testing, bdd, chai, communication, cybersecurity, data pipeline, design patterns, dl, erp, git, go, integration testing, ios, leadership, microservices, natural language processing, photoshop, postgres, postgresql, power bi, powershell, problem solving, r, rust, scala, scrum, security, swift, system design, tdd, unit testing, web3, webpack, websocket"
345,iOS Developer,"ai, amazon web services, api, apis, architecture, design patterns, elasticsearch, git, go, ios, mercurial, microservices, networking, objective-c, r, react, rest, scikit-learn, security, soap, sql, svn, swift"
347,Backend Developer,".net, ai, amazon web services, api, asp.net, bootstrap, css, data analysis, data engineering, data pipeline, data visualization, data warehouse, dl, html, java, javascript, ml, oop, php, power bi, powershell, python, r, security, solid, web3, webpack, websocket"
348,Network Administrator,"ai, amazon web services, networking, r, security, web3, webpack, websocket"
349,JavaScript Developer,"ai, amazon web services, angularjs, apache, apache spark, api, apis, asp.net, blockchain, bootstrap, clean code, communication, computer vision, css, cypress, data pipeline, data warehouse, deep learning, design patterns, devops, elasticsearch, erp, express, expressjs, fastapi, gcp, go, gpt, graphql, grpc, hadoop, html, http, https, illustrator, java, javascript, json, leadership, matplotlib, ml, natural language processing, next.js, nextjs, nlp, node.js, nodejs, numpy, objective-c, oop, opencv, pandas, perl, photoshop, php, plotly, plsql, postgres, postgresql, power bi, powershell, problem solving, puppet, pyspark, pytest, python, pytorch, r, react, react.js, reactjs, rest, rest api, rust, sap, scala, scikit-learn, scipy, sharepoint, shell, soap, solid, spacy, spark, spring, spring boot, swiftui, tcp/ip, typescript, uml, vue.js, vuejs, web3, webpack, websocket"
350,Machine Learning,"ai, architecture, bitbucket, cybersecurity, data analysis, data engineering, data pipeline, data visualization, data warehouse, dl, erp, git, github, github actions, gitlab, gitlab ci, go, junit, machine learning, ml, r, scikit-learn, security, solidity, sqlite, statistics, unit testing, vite"
351,Full Stack Developer,"agile, ai, angular, angularjs, data warehouse, elasticsearch, express, go, html, illustrator, java, javascript, ml, mongodb, networking, neural networks, nosql, postgres, qa, r, redis, rust, sql, teamwork"
352,Software Engineer,"ai, analytical, automation testing, communication, data engineering, go, integration testing, java, linux, natural language processing, pytest, python, r, rest, selenium, shell, soap, sql, unit testing"
353,Software Engineer,"ai, amazon web services, angularjs, ansible, apache spark, apis, asana, asp.net, automation testing, aws, bash, bootstrap, cassandra, communication, computer vision, css, cybersecurity, cypress, data analysis, data visualization, data warehouse, design patterns, devops, elasticsearch, express, expressjs, fastapi, firebase, flask, gatsby, github actions, https, illustrator, integration testing, ios, javascript, jenkins, jest, json, k8s, keras, kubernetes, leadership, less, microservices, mysql, natural language processing, neural networks, next.js, nextjs, node.js, nodejs, pandas, photoshop, plsql, postgres, postgresql, power bi, powershell, problem solving, pyspark, pytest, r, rails, react.js, reactjs, redis, rest, rest api, restful, ruby on rails, rust, salesforce, sap, sass, scala, scikit-learn, scipy, scrum, seaborn, security, selenium, sharepoint, shell, sketch, sklearn, soap, solid, solidity, spacy, spark, spring, spring boot, sql, sql server, sqlite, ssl, statistics, svelte, svn, swift, swiftui, system design, tensorflow, transformers, tsql, typescript, unit testing, vue.js, vuejs, web3, webpack, websocket"
